"Food ID"	"Name"	"Optional Name"	"Description"	"Scientific Name"	"Derivation"	"Nitrogen Factor"	"Fat Factor"	"Specific Gravity"	"Sampling details"	"Inedible Portion"	"Edible Portion"	"Group"	"Sub Group"	"Sort Order"
"04C10078"	"Oil, soybean"	"Soya oil"	"Edible oil extracted from the seeds of the soybean plant (Glycine maximus)."	""	"Analysed"	"6.25"	"0.956"	"0.919"	"The majority of nutrients were derived from a composite of 6 samples (5x Crisco Soybean Oil and 1x Top Cook soyabean oil), purchased in around 1990. Retinol, protein, cholesterol, vitamin C, dietary fibre, sugars, starch and  total carbohydrate were imputed, based on international literature."	"nil"	"100%"	"Edible Fats & Oils"	"Fats and Oils"	"741"
"04C10077"	"Oil, sunflower"	""	"Edible oil obtained from the seed of the sunflower plant (Helianthus annuus)."	""	"Analysed"	"6.25"	"0.956"	"0.919"	"The majority of nutrients were derived from a composite of 5 samples (2x Meadow Lea, 1x Flora, 1x Sunbeam, 1x Eta and 1x Black and Gold) of sunflower oil. Protein, total carbohydrate, sugars, starch,  dietary fibre, vitamin C, cholesterol and retinol were imputed, based on international literature."	"nil"	"100%"	"Edible Fats & Oils"	"Fats and Oils"	"742"
"04D10035"	"Dripping, beef"	""	"Fat rendered from the meat, muscles and bones of beef."	""	"Analysed"	"6.25"	"0.956"	"0.000"	"The majority of nutrients were derived from a composite sample of 3 purchases of beef dripping (Chapmans, Castle). Sugars, starch, total carbohydrate, dietary fibre and vitamin C were imputed, based on international literature."	"nil"	"100%"	"Edible Fats & Oils"	"Fats and Oils"	"743"
"04D10034"	"Fat, solid, blend of animal & vegetable oils"	""	"Solid fat, composed of a blend of solidified vegetable oil and animal fat, commonly used for frying."	""	"Analysed"	"6.25"	"0.956"	"0.000"	"Moisture, fat, protein, ash, vitamin and mineral values were derived from a composite of 4 samples of solid frying fat (3x Frymasta solid vegetable oil and 1x Supafry mixed vegetable and animal solidified oils). Fatty acids and cholesterol were derived from the animal and vegetable oil blend (Supafry) only. Sugars, carbohydrate and vitamin C values were imputed based on literature."	"nil"	"100%"	"Edible Fats & Oils"	"Fats and Oils"	"744"
"04C10080"	"Fat, solid, vegetable oil based"	"Frying fat"	"Solidified edible oil product prepared from a blend of vegetable oils, commonly used for frying. Blend composition may vary."	""	"Analysed"	"6.25"	"0.956"	"0.000"	"I, Na, fat and fatty acids were derived from an individual sample of solid vegetable frying fat (1x Frymasta) purchased in NSW in 2009 (2008 TFA Program). Moisture, fat, protein, ash, vitamin and mineral values were derived from a composite sample of three purchases solid vegetable oil (Frymasta) and 1 purchase of solid vegetable and animal based oil (Supafry). Cholesterol was derived from the solid vegetable oil (Frymasta) only. Sugars, carbohydrate and vitamin C values were imputed based on literature."	"nil"	"100%"	"Edible Fats & Oils"	"Fats and Oils"	"745"
"04D10036"	"Lard"	""	"Purified fat rendered from the carcass of pigs."	""	"NNS 1995"	"6.25"	"0.956"	"0.000"	"Data prepared for AUSNUT 1999. Folate and selenium imputed zero. No further information available."	"nil"	"100%"	"Edible Fats & Oils"	"Fats and Oils"	"746"
"04D10037"	"Suet"	""	"Hard, white fat surrounding the kidneys of beef and mutton, sold mixed with wheat flour."	""	"NNS 1995"	"6.25"	"0.952"	"0.000"	"Data derived for NUTTAB 90. Origin is unclear, although may have been derived from the 4th or 5th editions of the UK food composition tables. Folate value imputed zero. No further information is available."	"nil"	"100%"	"Edible Fats & Oils"	"Fats and Oils"	"747"
"03A10060"	"Egg, chicken, whole, raw"	"Hen egg"	"Edible portion, including yolk and white (albumen), of the egg of chickens. Uncooked."	""	"Analysed"	"6.25"	"0.830"	"0.000"	"The majority of nutrients including proximates, some vitamins and minerals were derived from a composite of 3 purchases each of 2 brands of eggs purchased in Adelaide in 1988. These values are weighted means of yolk (35%) and white (65%). Fatty acids, carotenes and cholesterol were imputed from either individual or composite analyses of 10 purchases of 10 brands of chicken eggs sampled nationally across the summer and winter months of 2008, purchased raw and boiled in the laboratory (Key Foods Program, 2008). Tocopherols, vitamin D, B6, B12, pantothenate, Se, Cl, F and biotin were derived from composites of 6 brands purchased in Victoria in 2000 and/or of 10 brands purchased in Victoria in 1998. Iodine is averaged from both the 2008 and 2000 analyses. Folate is averaged from a composite of 6 purchases of barn, cage and free range eggs purchased in Sydney in March 2005 and a composite of 5 purchases from 5 states in 2010.  As, Cd, Cr, Cu, Hg, I, Mo, Ni, Pb, Sb, Se, Sn and Zn were derived from up to 9 samples of whole eggs purchased nationally in 1998, 2000 and 2003 and hard boiled (19th, 20th and 22nd ATDS). Proportions of white to yolk were altered in the estimation of levels for some nutrients (cholesterol, Ca, Fe, K, Mg, Na, Zn, P, fat, glucose, moisture, protein, retinol, thiamin & riboflavin) since the first release of NUTTAB 06."	"13% (shell and adhering white)"	"87% (yolk and white)"	"Eggs"	""	"748"
"03A10062"	"Egg, chicken, whole, hard-boiled"	"Hard boiled egg"	"Edible portion, including yolk and white (albumen), of the egg of chickens, boiled in unsalted water 5-10 minutes until both yolk and white are firm."	""	"Analysed"	"6.25"	"0.830"	"0.000"	"Proximates, fatty acids, iodine, tryptophan and the majority of vitamins were derived from either individual or composite analyses of 10 purchases of 10 brands of chicken eggs sampled nationally across the summer and winter months of 2008, purchased raw and boiled in the laboratory (Key Foods Program, 2008). Ca, Fe, K, Mg, Mn, Na and P were derived from composite samples of 3 purchases each of 2 brands of eggs purchased raw in Adelaide in 1988, then hard boiled (Analysis of Eggs, 1989).  As, Cd, Cr, Cu, Hg, I, Mo, Ni, Pb, Sb, Se, Sn and Zn were derived from up to 9 samples of whole eggs purchased nationally in 1998, 2000 and 2003 and hard boiled (19th, 20th and 22nd ATDS)."	"12% (shell)"	"88% (yolk and white)"	"Eggs"	""	"749"
"03A10061"	"Egg, chicken, whole, omega-3 polyunsaturate enriched, raw"	"Omega egg"	"Edible portion, including both yolk and white (albumen), of the egg of chickens fed a specific diet to increase the level of omega-3 polyunsaturated fatty acids. Actual levels of polyunsaturated fatty acids may vary depending on the chickens diet. Uncooked."	""	"Analysed"	"6.25"	"0.830"	"0.000"	"The majority of nutrients including proximates, fatty acids, vitamins and minerals were derived from individual and composite samples of 4 purchases of 2 brands (3x Pace Farm, 1x Veggs) of omega-3 and folate modified chicken eggs purchased in ACT, NSW, SA and Vic (2008 - Key Foods Program). Fibre was imputed as zero. Note that there is some concern of possible misidentification of omega-3 fatty acids in the fatty acid profile. Low sum of proximates may be a result of a low total fat content compared to regular eggs."	"14% (shell)"	"86% (yolk and white)"	"Eggs"	""	"750"
"03A10071"	"Egg, chicken, whole, omega-3 polyunsaturate enriched, boiled"	"Omega egg"	"Edible portion, including both yolk and white (albumen), of the egg of chickens fed a specific diet to increase the level of omega-3 polyunsaturated fatty acids. Actual levels of polyunsaturated fatty acids may vary depending on the chickens diet. Boiled in water until both yolk and albumen are set."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients. Note low sum of proximates - data should be used with caution."	"13% (shell)"	"87% (yolk and white)"	"Eggs"	""	"751"
"03A10063"	"Egg, chicken, whole, poached"	""	"Edible portion, including yolk and white (albumen), of the egg of chickens, simmered in acidified water for 3-5 minutes and drained."	""	"Analysed"	"6.25"	"0.830"	"0.000"	"The majority of nutrients were derived from a composite sample of 3 purchases of 2 brands of eggs purchased in Adelaide in 1988. Fatty acids, carotenes and cholesterol were imputed from either individual or composite analyses of 10 purchases of 10 brands of chicken eggs sampled nationally across the summer and winter months of 2008, purchased raw and boiled in the laboratory (Key Foods Program, 2008). B vitamins, Cl and F were derived from a composite sample of 6 brands of eggs purchased in Melbourne in 2000. As, Cd, Cr, Cu, Hg, Mo, Ni, Pb, Sb, Se, Sn and Zn were derived from up to 9 samples of whole eggs purchased nationally in 1998, 2000 and 2003 and hard boiled (19th, 20th and 22nd ATDS). Iodine is averaged from Key Foods 2008 and 22nd ATDS samples. Vitamin C and carbohydrate values were are imputed from raw eggs."	"nil"	"100%"	"Eggs"	""	"752"
"03A10064"	"Egg, chicken, whole, fried, peanut oil"	""	"Edible portion, including yolk and white (albumen), of the egg of chickens, fried in peanut oil until yolk is set. Turned during cooking and drained of excess fat."	""	"Analysed"	"6.25"	"0.878"	"0.000"	"The majority of nutrients were derived from a composite sample of 3 purchases of 2 brands of eggs purchased in Adelaide in 1988. B vitamins, Cl and F were derived from a composite sample of 6 brands of eggs purchased in Melbourne in 2000. Trans fatty acids, tocopherols, vitamin D, B6, B12, pantothenate, Se, Cl, F and biotin were derived from a composite sample of brands purchased in Victoria in 2000 and/or of 10 brands purchased in Victoria in 1998. Vitamin C and carbohydrate values are imputed from raw eggs."	"nil"	"100%"	"Eggs"	""	"753"
"03B10068"	"Egg, chicken, scrambled, no added fat"	""	"Edible portion of chicken egg, including both yolk and white (albumen), beaten with full fat milk, salt, pepper and parsley and cooked by continuous stirring (scrambling) over low heat until just set. Cooked without the addition of fat or oil."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100%"	"Eggs"	""	"754"
"03B10065"	"Egg, chicken, scrambled, added butter & milk"	""	"Edible portion of chicken egg, including both yolk and white (albumen), beaten with full fat milk, butter and pepper and cooked by continuous stirring (scrambling) over low heat until just set. Cooked with the addition of fat."	""	"Analysed"	"6.25"	"0.894"	"0.000"	"The majority of nutrients were derived from a composite sample of 3 purchases of 2 brands of eggs purchased and cooked in Adelaide in 1988. Vitamin C value was imputed."	"nil"	"100%"	"Eggs"	""	"755"
"03B10070"	"Egg, whole, hard-boiled, mashed with mayonnaise"	""	"Mixture of mashed hard-boiled, whole chicken egg with mayonnaise, for use in filling sandwiches."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100%"	"Eggs"	""	"756"
"03A10065"	"Egg, chicken, white (albumen) only, raw"	""	"White (albumen) portion of chicken eggs. Uncooked. White represents approximately 65% of the edible portion of the whole egg."	""	"Analysed"	"6.25"	"0.830"	"0.000"	"The majority of nutrients were derived from a composite sample of 3 purchases of each of 2 brands of eggs in Adelaide in 1988. B vitamins, Cl and F were derived from a composite sample of 6 brands purchased in Melbourne in 2000."	"44% (shell, yolk and adhering white)"	"56% (egg white)"	"Eggs"	""	"757"
"03A10066"	"Egg, chicken, white (albumen) only, hard-boiled"	""	"White (albumen) portion of chicken eggs, separated from the yolk portion after boiled in shell in unsalted water for 7 minutes until both white and yolk were firm."	""	"Analysed"	"6.25"	"0.830"	"0.000"	"The majority of nutrients were derived from a composite sample of 3 purchases of each of 2 brands purchased in Adelaide in 1988. B vitamins, Cl and F were derived from a composite of 6 brands purchased in Melbourne in 2000. Vitamin C and carbohydrate were imputed from raw egg white."	"42% (shell and yolk)"	"58% (egg white)"	"Eggs"	""	"758"
"03A10067"	"Egg, chicken, yolk, raw"	""	"Yolk portion of chicken eggs, including any adhering white portion. Uncooked. Yolk represents approximately 35% of the edible portion of the whole egg."	""	"Analysed"	"6.25"	"0.830"	"0.000"	"The majority of nutrients were derived from a composite sample of 3 purchases of each of 6 brands purchased in Adelaide in 1990. B vitamins, Cl and F were derived from a composite sample of 6 brands purchased in Melbourne in 2000."	"69% (shell and remaining white)"	"31% (egg yolk and adhering white)"	"Eggs"	""	"759"
"03A10068"	"Egg, chicken, yolk, hard-boiled"	""	"Yolk portion of chicken eggs, separated from the white portion after boiled in shell in unsalted water for 7 minutes until both yolk and white were firm. Yolk separated from white prior to analysis."	""	"Analysed"	"6.25"	"0.830"	"0.000"	"The majority of values are derived from a composite sample of 3 purchases of each of 2 brands purchased in Adelaide in 1988. B vitamins, Cl and F were derived from a composite of 6 brands purchased in Melbourne in 2000. Vitamin C and carbohydrate were imputed from raw egg yolk."	"70% (shell and remaining white)"	"30% (yolk)"	"Eggs"	""	"760"
"03A10069"	"Egg, duck, whole, raw"	""	"Edible portion, including yolk and white (albumen) of the egg of ducks. Uncooked."	""	"Borrowed"	"6.25"	"0.830"	"0.000"	"Data borrowed from USDA 16, record 01138."	"Shell"	"Yolk and white"	"Eggs"	""	"761"
"03A10072"	"Egg, duck, whole, boiled"	""	"Edible portion, including yolk and white (albumen) of the egg of ducks, cooked by boiling in water."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"Shell"	"Yolk and white"	"Eggs"	""	"762"
"03A10070"	"Egg, quail, whole, raw"	""	"Edible portion (including yolk and white) of the egg of the quail. Uncooked"	""	"Borrowed"	"6.25"	"0.830"	"0.000"	"Data borrowed from USDA 16, record 01140."	"Shell"	"Yolk and white"	"Eggs"	""	"763"
"03B10069"	"Omelette, chicken egg, no added fat"	""	"Omelette prepared by beating whole chicken egg (yolk and white), water, salt and pepper and cooking in a pan, without fat added to the pan, until set."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100%"	"Eggs"	""	"764"
"03B10066"	"Omelette, chicken egg, added butter"	""	"Omelette prepared by beating whole chicken egg (yolk and white), water, salt and pepper, and cooked in a pan, with fat added to the pan, until set."	""	"Analysed"	"6.25"	"0.885"	"0.000"	"The majority of nutrients were derived from a composite of 6 samples of raw chicken eggs purchased in Adelaide in 1988 and cooked in the laboratory. Vitamin C and carbohydrate were imputed."	"nil"	"100%"	"Eggs"	""	"765"
"03A20004"	"Omelette, prepared from yolk-free egg mix, fried, butter"	""	"Omelette prepared from yolk-free egg mix, water and pepper, pan fried in butter.  Ingredients include egg white, polyunsaturated vegetable oil, skim milk powder, emulsifier and colour."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of data were derived from a composite sample of multiple purchases of one brand of yolk-free egg mix purchased in Adelaide in 1988."	"nil"	"100%"	"Eggs"	""	"766"
"06D10432"	"Apple, bonza, unpeeled, raw"	""	"Round shaped fruit with red skin and cream coloured flesh."	"Malus domestica"	"Analysed"	"6.25"	"0.800"	"0.000"	"Proximates, vitamins and minerals were derived from a composite sample purchased in Melbourne in 2000. Saturated fats, cholesterol and retinol were imputed."	"8% (stalk, core and seeds)"	"92% (flesh and skin)"	"Fruit"	""	"767"
"06D10426"	"Apple, dried"	""	"Round shaped fruit with either a green or red waxy skin and cream/white coloured flesh. Peeled, cut (into rings or diced) and dried before packaging."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from a composite sample of 4 brands (3x Sanitarium, Greens, Green Isles, Green Slaves) purchased from 5 stores in Adelaide in 1988 (Processed Fruit & Vegetables Program, 1990). Fibre is from Sanitarium industry data (2008). Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100%"	"Fruit"	""	"768"
"06D10431"	"Apple, fuji, unpeeled, raw"	""	"Round shaped fruit with red skin and cream coloured flesh."	"Malus domestica"	"Analysed"	"6.25"	"0.800"	"0.000"	"Proximates, vitamins and minerals were derived from a composite sample purchased in Melbourne in 2000.  Saturated fats, cholesterol and retinol were imputed."	"8% (stalk, core and seeds)"	"92% (flesh and skin)"	"Fruit"	""	"769"
"06D10428"	"Apple, golden delicious, unpeeled, raw"	""	"Round shaped fruit with golden green skin and cream coloured flesh."	"Malus domestica"	"Analysed"	"6.25"	"0.800"	"0.000"	"Proximates, vitamins E, B1, B2, B3 and C, carotenes, K, Ca, Na, Mg, Fe and Zn were derived from samples purchased from 5 outlets in Sydney in 1982 (Wills et al). Folate, tocopherols, B6, pantothenate, Mn, P, Cu, Se, Cl, F and I were derived from a composite sample purchased in Melbourne in 2000. Saturates, cholesterol and retinol were imputed."	"9% (stalk, core and seeds)"	"91% (flesh and skin)"	"Fruit"	""	"770"
"06D10429"	"Apple, granny-smith, unpeeled, raw"	""	"Round shaped fruit with  green skin and cream/white coloured flesh."	"Malus domestica"	"Analysed"	"6.25"	"0.800"	"0.000"	"Proximates, vitamins E, B1, B2, B3 and C, carotenes, K, Ca, Na, Mg, and Zn were derived from samples purchased from 5 outlets in Sydney in 1982 (Wills et al.). Mg, Na, Zn, Fe, Mn, P, Cu, Se, Cl, F and I were derived from a composite sample purchased in Melbourne in 2000. Folate, Cl, Cu, F, Mn, P, Se, fibre, alpha tocopherols, B6, biotin and pantothenate were derived from a composite sample of apples purchased in Victoria in 1998.  Saturates, cholesterol and retinol were imputed."	"8% (stalk, core and seeds)"	"92% (flesh and skin)"	"Fruit"	""	"771"
"06D10448"	"Apple, granny-smith, unpeeled, baked"	""	"Round shaped fruit with a green shiny skin and firm, crisp, juicy white flesh. Cooked by baking."	"Malus Communis"	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients including proximates, minerals and vitamins were derived from a composite sample of six purchases of ripe granny-smith apples purchased in Adelaide in 1995 (AGAL 1995). Each apple was covered with foil and placed in an ovenproof dish at 190 degrees celsius for thirty  minutes until soft to squeeze."	"8% (stalk, core and seeds)"	"92% (flesh and skin)"	"Fruit"	""	"772"
"06D10430"	"Apple, jonathon, unpeeled, raw"	""	"Round shaped fruit with red skin and cream/white coloured flesh."	"Malus domestica"	"Analysed"	"6.25"	"0.800"	"0.000"	"Proximates, vitamins and minerals were derived from samples purchased from 5 outlets in Sydney in 1982 (Wills et al.). Saturates, cholesterol and retinol were imputed."	"9% (stalk, core and seeds)"	"91% (flesh and skin)"	"Fruit"	""	"773"
"06D10433"	"Apple, pink lady, unpeeled, raw"	""	"Round shaped fruit with pink/red skin and cream coloured flesh."	"Malus domestica"	"Analysed"	"6.25"	"0.800"	"0.000"	"Proximates, vitamins and minerals were derived from a composite sample purchased in Melbourne in 2000. Saturates, cholesterol and retinol were imputed."	"8% (stalk, core and seeds)"	"92% (flesh and skin)"	"Fruit"	""	"774"
"06D10427"	"Apple, red delicious, unpeeled, raw"	""	"Round shaped fruit with red skin and cream coloured flesh."	"Malus domestica"	"Analysed"	"6.25"	"0.800"	"0.000"	"Proximates, vitamins E, B1, B2, B3 and C, carotenes, K, Ca, Na, Mg, Fe and Zn were derived from samples purchased from 5 outlets in Sydney in 1982 (Wills et al). Folate, tocopherols, B6, pantothenate, Mn, P, Cu, Se, Cl, F and I were derived from a composite sample purchased in Melbourne in 2000. Saturates, cholesterol and retinol were imputed."	"8% (stalk, core and seeds)"	"92% (flesh and skin)"	"Fruit"	""	"775"
"06D10456"	"Apple, royal gala, unpeeled, raw"	""	"Round shaped fruit with red skin and cream coloured flesh."	"Malus domestica"	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients including  proximates, minerals, vitamins and tryptophan, were derived from a composite of 10 purchases of red skinned apples (8x Royal Gala, 2x unspecified) purchased nationally in each state and territory capital city and 2 regional centres in NSW and QLD (2006 - Key Foods Program). Fibre and moisture were determined in the 10 individual purchases from the same program. Fatty acids, retinol and cholesterol were imputed as 0."	"8% (stalk, core and seeds)"	"92% (flesh and skin)"	"Fruit"	""	"776"
"06D10435"	"Apple, green skin, unpeeled, raw"	""	"Averaged weighted results of green skinned apples including granny smith and golden delicious."	"Malus domestica"	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived by weighting green skinned apples according to 2002 Agricultural survey, Apples and Pears, Australia by the Australian Bureau of Statistics. Heavy metals were determined in washed samples purchased nationally in the 19th and 20th ATDS. I, Se, Cr, Ni and Mo were determined in 10 samples of red and green apples purchased in NT, Qld, SA, Tas and Vic in July 2004. Saturates, cholesterol and retinol were imputed."	"8% (stalk, core and seeds)"	"92% (flesh and skin)"	"Fruit"	""	"777"
"06D10434"	"Apple, red skin, unpeeled, raw"	""	"Averaged weighted results of red skinned apples including pink lady, red delicious, royal gala and fuji varieties."	"Malus domestica"	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived by weighting red skinned apples based on Australian apple production data available in 2006-7 (pink lady 2.8: red delicious 1.9: royal gala 1.8: fuji 1.1). Heavy metals were determined in washed samples purchased nationally (1998 - 19th ATDS; 2000 - 20th ATDS). I, Se, Cr, Ni and Mo were determined in 10 samples of red and green apples purchased in NT, Qld, SA, Tas and Vic (2004 - 22nd ATDS). Fatty acids, cholesterol and retinol are imputed as 0."	"8% (stalk, core and seeds)"	"92% (flesh and skin)"	"Fruit"	""	"778"
"06C10170"	"Apricot, raw"	""	"Small, orange coloured stone fruit."	"Prunus armeniaca"	"Analysed"	"6.25"	"0.800"	"0.000"	"Wills et al (1983) analysed 5 samples of 2 cultivars (Bavinity and Trevatt) purchased in the summer season of 1981/82 from various outlets in Sydney. Amino acids analysed by SCL 1991. Folate was borrowed from UK tables. Cholesterol, retinol and fatty acids were imputed based on international literature. Cryptoxanthin is estimated by difference from reported total carotenes."	"6% (stone)"	"94% (flesh and skin)"	"Fruit"	""	"779"
"06C10197"	"Apricot, dried"	""	"Small, orange-coloured stone fruit dried prior to packaging. May be treated to prevent browning."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients including proximates, vitamins and minerals were derived from a composite of 6 samples of dried apricot (2x Angas Park, 2x Anchor, 2x Sunbeam) purchased from 3 stores in Adelaide in 1988 (Processed Fruit and Vegetables, 1990). Cl, F, Se, ATOC, B6, biotin, folate and pantothenate were derived from 8 samples of dried apricot (Angus Park, Sunbeam, Letona) purchased in Melbourne in 1998 (ANZFA Folate Project, 1998). Fibre and moisture were averaged from both analyses. Retinol, cholesterol and fatty acids were imputed based on international literature. Note low sum of proximates possibly due to analytical difficulties with the food matrix - data should be used with caution."	"nil"	"100%"	"Fruit"	""	"780"
"06C10188"	"Apricot, canned in pear juice"	""	"Small, orange-coloured stone fruit canned in pear juice."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (apricots 59%, pear juice 41%)"	"Fruit"	""	"781"
"06C10172"	"Apricot, canned in pear juice, drained"	""	"Small, orange-coloured stone fruit canned in pear juice, then drained."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples of Goulburn Valley canned apricots in pear juice purchased from 4 retail outlets in Sydney during 1984 (Wills et al 1988). Composite prepared from apricots only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (drained apricots)"	"Fruit"	""	"782"
"06C10190"	"Apricot, canned in light syrup"	""	"Small, orange-coloured stone fruit canned in light syrup."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (apricots 54%, syrup 46%)"	"Fruit"	""	"783"
"06C10173"	"Apricot, canned in light syrup, drained"	""	"Small, orange-coloured stone fruit canned in light syrup, then drained."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples of Lentona canned apricots in light syrup purchased from 4 retail outlets in Sydney during 1984 (Wills et al 1988). Composite prepared from apricots only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (drained apricots)"	"Fruit"	""	"784"
"06C10189"	"Apricot, canned in syrup"	""	"Small, orange-coloured stone fruit canned in syrup."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (apricots 56%, syrup 44%)"	"Fruit"	""	"785"
"06C10174"	"Apricot, canned in syrup, drained"	""	"Small, orange-coloured stone fruit canned in syrup, then drained."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples of SPC canned apricots purchased from 4 retail outlets in Sydney during 1984 (Wills et al 1988). Composite prepared from apricots only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (drained apricots)"	"Fruit"	""	"786"
"06C10187"	"Apricot, canned in intense sweetened liquid"	""	"Small, orange-coloured stone fruit canned in intense sweetened liquid."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (apricots 56%, liquid 44%)"	"Fruit"	""	"787"
"06C10171"	"Apricot, canned in intense sweetened liquid, drained"	""	"Small, orange-coloured stone fruit canned in intense sweetened liquid, then drained."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples of Lentona and Weight Watchers canned apricots in artificially sweetened liquid purchased from 4 retail outlets in Sydney during 1984 (Wills et al 1988). Composite prepared from apricots only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (drained apricots)"	"Fruit"	""	"788"
"06C20031"	"Apricot, canned in pear juice, juice only"	""	"Pear juice from canned apricots."	""	"Analysed"	"6.25"	"0.800"	"1.052"	"The majority of nutrients were derived from samples of Goulburn Vally canned apricots in pear juice purchased from 4 retail outlets in Sydney during 1984 (Wills et al, 1988). Composite prepared from pear juice only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (pear juice)"	"Fruit"	""	"789"
"06C20033"	"Apricot, canned in light syrup, syrup only"	""	"Light syrup made from water and sugar, used in canned apricots in light syrup."	""	"Analysed"	"6.25"	"0.800"	"1.041"	"The majority of nutrients were derived from samples of Lentona canned apricots in light syrup purchased from 4 retail outlets in Sydney during 1984 (Wills et al, 1988). Composite prepared from syrup only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (syrup)"	"Fruit"	""	"790"
"06C20032"	"Apricot, canned in syrup, syrup only"	""	"Syrup made from water and sugar, used in canned apricots."	""	"Analysed"	"6.25"	"0.800"	"1.041"	"The majority of nutrients were derived from samples of SPC canned apricots purchased from 4 retail outlets in Sydney during 1984 (Wills et al, 1988). Composite prepared from syrup only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (syrup)"	"Fruit"	""	"791"
"06C20030"	"Apricots, canned in intense sweetened liquid, liquid only"	""	"Syrup made from intense sweetened liquid, used in canned apricots."	""	"Analysed"	"6.25"	"0.800"	"1.000"	"The majority of nutrients were derived from samples of Lentona and Weight Watchers canned apricots in artificially sweetened liquid purchased from 4 retail outlets in Sydney during 1984 (Wills et al, 1988). Composite prepared from artificially sweetened liquid only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (syrup)"	"Fruit"	""	"792"
"06D10419"	"Babaco, peeled, raw"	"Champagne Fruit"	"Torpedo shaped fruit with green yellow to golden yellow skin and golden yellow flesh. Imported from New Zealand. Also known as Champagne Fruit."	"Carica pentagona Heilb."	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples of purchased in Sydney during 1983/84, when in season, from five retail outlets Wills et al (1986). Retinol, cholesterol and fatty acids were imputed based on international literature."	"2% - skin"	"98% - flesh"	"Fruit"	""	"793"
"06D10443"	"Banana, cavendish, peeled, raw"	""	"Australian grown, long fruit with thick yellow skin and cream-coloured flesh."	"Musa acuminata"	"Analysed"	"6.25"	"0.800"	"0.000"	"Proximates, tryptophan, vitamins and minerals were from either individual or composite analyses from 3 programs: (1) 8 samples of bananas (6x Cavendish, 1x Lunchbox, 1x unspecified) purchased nationally across the Summer and Winter months of 2008 (Key Foods Program, 2008); (2) 10 samples of cavendish bananas purchased nationally during 2006 (Key Foods Program, 2006); and (3) 10 samples of bananas purchased in Victoria in 2000 (Food Comp Program, 2002). The majority of heavy metals and trace elements were also determined in samples of bananas purchased nationally in 2001, 2003 and 2004 (19th, 20th and 22nd ATDSs). As, Cd, Cu, Hg, Ni, Pb and Sn are from ATDS analyses only. Cholesterol, retinol and fatty acid profile are imputed zero. Note: lactic acid content is higher than would be expected - data should be interpreted with care."	"35% (skin)"	"65% (flesh)"	"Fruit"	""	"794"
